support,user,created_at
yes,danieledvpd,2016-12-02T13:00
yes,ErasmoDAngelis,2016-11-26T19:00
yes,antgentile,2016-11-30T22:00
no,social_5stars,2016-11-30T22:00
no,forza_italia,2016-11-27T14:00
yes,Deputatipd,2016-11-29T18:00
no,LegaNordPadania,2016-11-27T15:00
yes,danieledvpd,2016-11-30T20:00
yes,PdMilano,2016-11-29T13:00
no,iovotono,2016-11-29T15:00
no,gasparripdl,2016-11-27T19:00
yes,CarloSantaroni,2016-11-29T11:00
yes,Deputatipd,2016-11-29T20:00
yes,SenatoriPD,2016-12-02T11:00
no,LelloEsposito5,2016-11-29T23:00
no,carlosibilia,2016-11-28T12:00
yes,danieledvpd,2016-11-29T07:00
yes,danieledvpd,2016-11-28T20:00
no,beppe_grillo,2016-12-01T14:00
yes,antgentile,2016-11-27T15:00
yes,danieledvpd,2016-12-01T20:00
no,Gallinella_F,2016-12-01T10:00
yes,AntonellaGramig,2016-12-02T11:00
no,giulianocossari,2016-11-28T19:00
yes,danielecina,2016-12-01T20:00
yes,danieledvpd,2016-11-30T20:00
yes,GioMelandri,2016-11-28T18:00
no,LelloEsposito5,2016-11-27T20:00
yes,LuigiBrugnaro,2016-11-28T14:00
yes,GiampaoloGalli,2016-11-30T22:00
no,beppe_grillo,2016-11-28T11:00
no,FratellidItaIia,2016-11-29T11:00
yes,SenatoriPD,2016-12-01T14:00
yes,stefaniapezzopa,2016-11-27T00:00
yes,danieledvpd,2016-12-02T13:00
yes,MarcoMariani_IT,2016-12-02T01:00
no,Roberto_Fico,2016-11-28T16:00
no,lega_nord,2016-12-02T11:00
yes,pdcampania,2016-11-28T22:00
no,LegaNordPadania,2016-12-01T22:00
no,IlMattinale,2016-12-01T15:00
no,iovotono,2016-11-27T13:00
no,lega_nord,2016-11-28T06:00
no,lega_nord,2016-11-28T06:00
yes,danieledvpd,2016-12-01T22:00
no,lega_nord,2016-11-28T06:00
no,MirkoBusto,2016-11-27T14:00
yes,MarcoMariani_IT,2016-11-27T20:00
no,lega_nord,2016-11-28T06:00
no,GruppoFICamera,2016-12-01T15:00
no,Storace,2016-12-01T20:00
no,giulianocossari,2016-11-29T16:00
yes,CarloSantaroni,2016-12-01T19:00
no,lega_nord,2016-11-28T06:00
yes,danielecina,2016-11-28T20:00
yes,stefaniapezzopa,2016-11-27T00:00
yes,ckyenge,2016-12-01T18:00
yes,AntonellaGramig,2016-11-29T23:00
no,forza_italia,2016-11-27T16:00
no,lega_nord,2016-11-28T06:00
yes,danieledvpd,2016-12-01T13:00
yes,boccadutri,2016-12-01T16:00
no,iovotono,2016-11-30T17:00
no,lega_nord,2016-11-27T15:00
no,IlMattinale,2016-11-27T13:00
yes,danieledvpd,2016-11-29T07:00
no,GruppoFICamera,2016-11-27T13:00
yes,MilaSpicola,2016-11-27T10:00
yes,danieledvpd,2016-12-02T13:00
yes,Deputatipd,2016-11-29T18:00
no,lega_nord,2016-11-29T20:00
no,FratellidItaIia,2016-11-26T19:00
yes,MarcoMariani_IT,2016-11-28T14:00
no,LelloEsposito5,2016-11-29T09:00
no,FratellidItaIia,2016-11-29T11:00
yes,danieledvpd,2016-11-30T20:00
yes,boccadutri,2016-11-27T22:00
yes,ErasmoDAngelis,2016-11-27T17:00
no,renatobrunetta,2016-12-01T15:00
yes,AntoDiMario,2016-11-27T10:00
yes,MarcoMariani_IT,2016-12-01T15:00
no,iovotono,2016-11-29T15:00
yes,stefaniapezzopa,2016-12-02T01:00
yes,antgentile,2016-11-27T15:00
yes,CarloSantaroni,2016-12-01T17:00
no,micheleemiliano,2016-11-26T16:00
yes,danielecina,2016-11-26T22:00
yes,andreademaria_,2016-11-27T13:00
yes,Deputatipd,2016-12-01T11:00
no,micheleemiliano,2016-12-01T06:00
no,LelloEsposito5,2016-11-29T23:00
yes,antgentile,2016-12-02T10:00
yes,Deputatipd,2016-12-02T08:00
yes,MarcoMariani_IT,2016-12-01T11:00
no,IlMattinale,2016-11-29T16:00
no,giulianocossari,2016-11-29T17:00
yes,Deputatipd,2016-12-01T13:00
yes,AndreaRomano9,2016-11-27T15:00
no,beppe_grillo,2016-12-01T13:00
yes,toiapatrizia,2016-12-01T13:00
yes,fnicodemo,2016-11-30T17:00
no,iovotono,2016-11-27T13:00
yes,laura_coccia,2016-11-30T19:00
no,iovotono,2016-12-01T15:00
yes,GioMelandri,2016-11-28T18:00
no,IlMattinale,2016-12-02T10:00
yes,boccadutri,2016-12-01T16:00
yes,ErasmoDAngelis,2016-11-29T18:00
no,DaniloToninelli,2016-11-30T15:00
no,AntoLari1986,2016-11-29T15:00
yes,ElisabScalambra,2016-11-29T16:00
no,gasparripdl,2016-11-30T01:00
no,renatobrunetta,2016-11-27T15:00
yes,pdcampania,2016-11-30T19:00
no,LelloEsposito5,2016-11-26T16:00
yes,ErasmoDAngelis,2016-11-30T17:00
yes,fnicodemo,2016-12-01T17:00
yes,danielecina,2016-11-29T10:00
no,lega_nord,2016-12-01T08:00
no,lega_nord,2016-12-01T08:00
no,beppe_grillo,2016-12-01T13:00
yes,danieledvpd,2016-11-28T20:00
yes,danieledvpd,2016-11-27T22:00
yes,SenatoriPD,2016-12-01T17:00
yes,danieledvpd,2016-12-02T13:00
yes,flaviozanonato,2016-11-28T16:00
no,lucatelese,2016-12-01T10:00
no,Storace,2016-12-01T20:00
no,lega_nord,2016-11-30T15:00
no,Storace,2016-11-29T12:00
no,renatobrunetta,2016-11-27T12:00
yes,Maurizio_Lupi,2016-11-27T21:00
no,RobertoMaroni_,2016-11-27T12:00
yes,pdcampania,2016-11-28T22:00
yes,AntoDiMario,2016-11-30T17:00
no,lega_nord,2016-11-29T11:00
no,lucatelese,2016-12-01T10:00
no,lega_nord,2016-12-01T22:00
no,Storace,2016-12-01T20:00
yes,PietroBussolati,2016-11-29T13:00
no,c_appendino,2016-12-01T10:00
no,civati,2016-11-27T10:00
yes,ErasmoDAngelis,2016-11-30T17:00
yes,GioMelandri,2016-11-28T18:00
no,FratellidItaIia,2016-11-28T22:00
yes,danieledvpd,2016-12-02T13:00
no,lega_nord,2016-12-01T22:00
no,giulianocossari,2016-11-29T18:00
yes,SteAlbamonte,2016-12-02T11:00
no,berenice0104,2016-12-01T17:00
no,berenice0104,2016-11-26T21:00
yes,stefaniapezzopa,2016-11-27T00:00
yes,MarcoMariani_IT,2016-11-28T14:00
no,NFratoianni,2016-11-26T21:00
no,forza_italia,2016-12-02T11:00
yes,GiampaoloGalli,2016-11-30T10:00
no,iovotono,2016-11-30T22:00
yes,PietroBussolati,2016-11-29T13:00
no,grotondi,2016-11-28T19:00
yes,pdnetwork,2016-11-28T22:00
no,forza_italia,2016-11-27T13:00
no,Ale_Mussolini_,2016-11-30T13:00
no,lega_nord,2016-12-02T11:00
yes,MarcoMariani_IT,2016-11-30T17:00
yes,fabriziobarca,2016-11-28T14:00
yes,davidefaraone,2016-11-29T13:00
no,gasparripdl,2016-11-27T19:00
yes,boccadutri,2016-11-27T15:00
yes,stefaniapezzopa,2016-11-27T00:00
no,LelloEsposito5,2016-11-26T19:00
yes,StefanoCeccanti,2016-12-01T13:00
no,forza_italia,2016-11-27T16:00
yes,itinagli,2016-12-01T20:00
yes,SenatoriPD,2016-12-01T13:00
yes,fnicodemo,2016-12-01T08:00
no,forza_italia,2016-11-27T14:00
yes,MarcoMariani_IT,2016-11-30T20:00
no,lega_nord,2016-12-01T22:00
no,matteosalvinimi,2016-11-30T08:00
yes,matteoricci,2016-11-29T18:00
no,gasparripdl,2016-11-30T01:00
yes,danieledvpd,2016-12-01T13:00
no,antonio_bordin,2016-12-01T17:00
yes,danieledvpd,2016-12-01T16:00
yes,danieledvpd,2016-11-28T20:00
no,Ale_Mussolini_,2016-11-30T13:00
no,lega_nord,2016-11-27T10:00
yes,LuigiBrugnaro,2016-11-29T11:00
yes,lauraboldrini,2016-11-29T12:00
yes,antgentile,2016-11-30T21:00
yes,MilaSpicola,2016-11-27T10:00
yes,matteoricci,2016-11-30T17:00
no,IlMattinale,2016-12-01T10:00
no,grotondi,2016-11-28T19:00
yes,Deputatipd,2016-11-28T13:00
no,lega_nord,2016-11-26T16:00
yes,TeresaBellanova,2016-11-29T19:00
no,giulianocossari,2016-11-30T22:00
no,iovotono,2016-12-02T13:00
no,vilmamoronese,2016-11-28T11:00
yes,Deputatipd,2016-11-29T18:00
yes,MarcoMariani_IT,2016-11-30T08:00
no,Storace,2016-12-01T20:00
yes,AntonellaGramig,2016-11-29T16:00
no,NFratoianni,2016-11-28T14:00
yes,dietnam,2016-11-26T21:00
no,IlMattinale,2016-12-01T11:00
no,social_5stars,2016-12-02T08:00
yes,MarcoMariani_IT,2016-11-29T18:00
yes,CarloSantaroni,2016-11-27T17:00
yes,danieledvpd,2016-11-28T22:00
yes,GiampaoloGalli,2016-11-30T22:00
yes,nomfup,2016-11-29T20:00
yes,danieledvpd,2016-12-02T13:00
yes,danieledvpd,2016-11-30T20:00
yes,fabriziobarca,2016-11-28T23:00
no,beppe_grillo,2016-12-01T13:00
yes,AntoDiMario,2016-11-28T23:00
yes,szampa56,2016-11-27T17:00
yes,AntoDiMario,2016-11-27T08:00
no,IlMattinale,2016-12-02T14:00
no,guglielmopicchi,2016-11-29T00:00
yes,MarcoMariani_IT,2016-12-01T21:00
no,LegaNordPadania,2016-11-27T15:00
yes,Deputatipd,2016-11-30T13:00
yes,graziano_delrio,2016-11-27T10:00
yes,danielecina,2016-11-30T23:00
no,Carlo_Martelli,2016-11-27T13:00
no,civati,2016-11-27T10:00
yes,Deputatipd,2016-12-02T13:00
no,gasparripdl,2016-11-29T00:00
no,IlMattinale,2016-12-01T08:00
yes,micaela_campana,2016-12-01T13:00
yes,stefaniapezzopa,2016-11-27T00:00
no,renatobrunetta,2016-12-01T08:00
no,beppe_grillo,2016-12-01T13:00
no,GruppoFICamera,2016-12-01T08:00
yes,danieledvpd,2016-11-27T17:00
yes,pdcampania,2016-11-28T22:00
no,LelloEsposito5,2016-11-29T23:00
yes,valeriafedeli,2016-11-28T11:00
no,lega_nord,2016-12-01T22:00
yes,danielecina,2016-11-26T22:00
no,social_5stars,2016-11-28T22:00
yes,danieledvpd,2016-11-30T20:00
yes,GioMelandri,2016-11-28T18:00
no,ElioLannutti,2016-11-27T15:00
yes,antgentile,2016-12-01T08:00
no,LelloEsposito5,2016-11-27T13:00
no,forza_italia,2016-11-27T13:00
no,forza_italia,2016-11-27T14:00
yes,danieledvpd,2016-12-01T20:00
no,GiuliaDiVita,2016-11-26T16:00
no,GruppoFICamera,2016-12-01T11:00
no,ElioLannutti,2016-11-27T15:00
no,iovotono,2016-11-29T19:00
yes,danieledvpd,2016-11-28T23:00
yes,danieledvpd,2016-12-01T22:00
yes,GioMelandri,2016-11-28T18:00
no,IlMattinale,2016-12-01T10:00
no,iovotono,2016-11-30T22:00
yes,danieledvpd,2016-11-28T20:00
yes,lucianonobili,2016-12-01T20:00
yes,AndreaRomano9,2016-12-01T10:00
yes,danieledvpd,2016-11-27T17:00
yes,AnnaLeonardi1,2016-12-01T21:00
no,gasparripdl,2016-11-29T00:00
no,social_5stars,2016-12-02T01:00
yes,stefaniapezzopa,2016-11-27T00:00
no,lega_nord,2016-11-26T22:00
no,antonio_bordin,2016-11-28T20:00
yes,danieledvpd,2016-11-29T07:00
no,Capezzone,2016-12-02T08:00
yes,danieledvpd,2016-12-01T16:00
no,NFratoianni,2016-11-28T14:00
no,giulianocossari,2016-11-29T18:00
yes,AntonellaGramig,2016-11-29T23:00
yes,LuigiBrugnaro,2016-11-28T13:00
yes,aureliomancuso,2016-12-02T13:00
no,lega_nord,2016-11-26T22:00
no,lega_nord,2016-11-28T08:00
no,FratellidItaIia,2016-11-26T19:00
yes,GioMelandri,2016-11-28T18:00
yes,AntonellaGramig,2016-11-29T16:00
yes,AnnaLeonardi1,2016-11-26T19:00
yes,danieledvpd,2016-11-30T20:00
no,FratellidItaIia,2016-11-29T11:00
no,forza_italia,2016-12-01T18:00
yes,mmauripd,2016-12-01T13:00
yes,MarcoMariani_IT,2016-11-29T08:00
no,lega_nord,2016-11-26T22:00
no,renatobrunetta,2016-12-01T15:00
no,gasparripdl,2016-11-28T02:00
no,iovotono,2016-11-26T19:00
yes,fabriziobarca,2016-11-28T14:00
yes,danieledvpd,2016-11-30T20:00
no,lega_nord,2016-12-02T11:00
no,lega_nord,2016-11-26T22:00
no,IlMattinale,2016-12-01T10:00
no,social_5stars,2016-12-02T01:00
yes,enzabrunobossio,2016-12-02T10:00
yes,MarcoMariani_IT,2016-11-29T07:00
yes,pdcampania,2016-11-30T19:00
no,Storace,2016-12-01T20:00
no,FratellidItaIia,2016-12-01T12:00
yes,AntoDiMario,2016-11-27T08:00
no,iovotono,2016-12-01T13:00
no,lega_nord,2016-11-27T13:00
no,iovotono,2016-11-27T00:00
yes,AntonellaGramig,2016-11-29T16:00
no,IlMattinale,2016-12-01T18:00
no,lega_nord,2016-11-30T00:00
no,lega_nord,2016-11-26T22:00
yes,Deputatipd,2016-11-29T10:00
yes,pdcampania,2016-11-28T22:00
no,IlMattinale,2016-11-27T13:00
yes,danieledvpd,2016-11-28T22:00
no,forza_italia,2016-12-02T11:00
yes,danieledvpd,2016-12-01T20:00
no,social_5stars,2016-12-01T13:00
yes,pdnetwork,2016-12-02T13:00
yes,danieledvpd,2016-12-01T13:00
no,lega_nord,2016-11-26T22:00
yes,danieledvpd,2016-12-02T13:00
no,GruppoFICamera,2016-11-27T13:00
no,matteodallosso,2016-11-28T23:00
no,LegaNordPadania,2016-12-02T07:00
no,lega_nord,2016-11-30T00:00
no,renatobrunetta,2016-11-28T12:00
no,iovotono,2016-12-01T22:00
no,Roberto_Fico,2016-12-01T20:00
yes,aureliomancuso,2016-11-30T22:00
yes,pdcampania,2016-11-28T22:00
no,lega_nord,2016-11-26T22:00
no,lega_nord,2016-11-30T00:00
yes,pdnetwork,2016-12-01T13:00
yes,Deputatipd,2016-11-28T20:00
no,Storace,2016-11-26T22:00
no,lega_nord,2016-11-27T13:00
no,lega_nord,2016-11-30T00:00
yes,danieledvpd,2016-12-01T13:00
yes,danieledvpd,2016-11-27T20:00
yes,CarloSantaroni,2016-12-01T17:00
no,lega_nord,2016-11-30T00:00
yes,ErasmoDAngelis,2016-11-27T17:00
no,beppe_grillo,2016-12-01T13:00
no,giulianocossari,2016-11-30T19:00
no,giulianocossari,2016-11-28T20:00
no,elio_vito,2016-11-29T10:00
no,giulianocossari,2016-12-01T21:00
no,civati,2016-11-30T18:00
yes,Deputatipd,2016-11-27T13:00
yes,danieledvpd,2016-11-27T15:00
no,DalilaNesci,2016-11-28T16:00
yes,danieledvpd,2016-12-01T20:00
yes,sbonaccini,2016-11-27T12:00
no,forza_italia,2016-12-02T11:00
yes,CarloSantaroni,2016-11-29T16:00
yes,AntonellaGramig,2016-11-29T16:00
yes,danieledvpd,2016-12-02T13:00
no,GruppoFICamera,2016-12-01T15:00
yes,Deputatipd,2016-11-28T14:00
no,iovotono,2016-11-28T11:00
yes,LauraPuppato,2016-12-02T14:00
no,giulianocossari,2016-11-30T22:00
no,beppe_grillo,2016-12-01T13:00
no,IlMattinale,2016-12-01T15:00
yes,danieledvpd,2016-12-01T13:00
no,social_5stars,2016-12-01T18:00
yes,DarioParrini,2016-11-29T09:00
no,Mov5Stelle,2016-11-30T17:00
yes,RaffaelePizzati,2016-11-29T13:00
no,renatapolverini,2016-11-28T17:00
no,LelloEsposito5,2016-11-26T16:00
no,NFratoianni,2016-11-28T14:00
no,beppe_grillo,2016-12-01T13:00
no,iovotono,2016-12-02T13:00
yes,danieledvpd,2016-12-01T20:00
yes,AnnaAscani,2016-11-27T23:00
yes,boccadutri,2016-11-28T13:00
no,lega_nord,2016-11-26T21:00
yes,danielecina,2016-11-27T22:00
yes,danieledvpd,2016-12-01T17:00
yes,pdnetwork,2016-12-02T14:00
yes,MarcoMariani_IT,2016-11-27T20:00
yes,RaffaelePizzati,2016-11-29T13:00
yes,danielecina,2016-11-29T10:00
yes,danieledvpd,2016-11-30T20:00
no,Storace,2016-11-26T22:00
yes,fnicodemo,2016-11-29T18:00
yes,danieledvpd,2016-11-28T20:00
no,beppe_grillo,2016-12-01T13:00
no,lega_nord,2016-12-01T17:00
yes,ckyenge,2016-11-30T18:00
yes,enzabrunobossio,2016-11-29T23:00
no,gasparripdl,2016-12-02T11:00
no,lega_nord,2016-11-26T21:00
no,gasparripdl,2016-11-27T02:00
no,giulianocossari,2016-11-28T19:00
no,IlMattinale,2016-12-01T19:00
yes,danielecina,2016-11-30T23:00
no,vilmamoronese,2016-11-29T17:00
yes,davidefaraone,2016-11-29T18:00
yes,danieledvpd,2016-12-01T13:00
yes,lucianonobili,2016-12-01T20:00
yes,danieledvpd,2016-12-01T20:00
yes,g_falcomata,2016-12-02T13:00
yes,szampa56,2016-11-27T20:00
no,giulianocossari,2016-11-28T20:00
no,PatriziaTerzoni,2016-11-28T14:00
yes,pdnetwork,2016-12-01T13:00
no,civati,2016-12-01T10:00
no,LelloEsposito5,2016-11-27T11:00
no,civati,2016-11-30T13:00
no,lega_nord,2016-11-29T06:00
yes,pdcampania,2016-11-28T22:00
no,dellorco85,2016-11-30T12:00
no,lega_nord,2016-11-29T06:00
yes,Deputatipd,2016-11-29T21:00
yes,Deputatipd,2016-11-28T14:00
no,lega_nord,2016-11-29T06:00
no,renatobrunetta,2016-12-01T15:00
no,social_5stars,2016-12-02T08:00
no,lega_nord,2016-11-29T06:00
yes,matteoricci,2016-11-29T18:00
no,lega_nord,2016-11-29T06:00
yes,CarloSantaroni,2016-12-01T18:00
no,lega_nord,2016-11-29T06:00
yes,danieledvpd,2016-12-01T13:00
no,GiovanniToti,2016-11-27T11:00
no,LelloEsposito5,2016-11-29T23:00
yes,TeresaBellanova,2016-11-29T19:00
no,NFratoianni,2016-11-28T14:00
yes,danielecina,2016-11-30T01:00
no,PossibileIt,2016-11-27T11:00
yes,emanuelefiano,2016-12-01T19:00
no,LelloEsposito5,2016-11-29T09:00
yes,Deputatipd,2016-12-02T13:00
no,LelloEsposito5,2016-11-29T11:00
no,LegaNordPadania,2016-12-02T08:00
no,forza_italia,2016-11-27T14:00
yes,danieledvpd,2016-11-30T20:00
yes,AntonellaGramig,2016-11-29T16:00
no,iovotono,2016-11-30T22:00
yes,Maurizio_Lupi,2016-11-27T21:00
no,forza_italia,2016-11-27T13:00
yes,AntonellaGramig,2016-11-27T11:00
yes,danieledvpd,2016-11-27T15:00
yes,AndreaRomano9,2016-11-27T16:00
no,iovotono,2016-12-01T13:00
no,PatriziaTerzoni,2016-11-28T08:00
no,LelloEsposito5,2016-11-26T21:00
no,LelloEsposito5,2016-11-29T10:00
yes,boccadutri,2016-11-30T13:00
no,beppe_grillo,2016-12-01T13:00
yes,MarcoMariani_IT,2016-11-30T22:00
no,GruppoFICamera,2016-12-01T15:00
no,riccardo_fra,2016-11-27T17:00
yes,AnnaLeonardi1,2016-11-27T14:00
yes,danieledvpd,2016-11-28T20:00
yes,MarcoMariani_IT,2016-12-02T01:00
no,giulianocossari,2016-11-27T19:00
no,LelloEsposito5,2016-11-26T21:00
no,IlMattinale,2016-12-01T15:00
yes,CarloSantaroni,2016-12-01T15:00
yes,AndreaOrlandosp,2016-11-29T19:00
yes,fnicodemo,2016-12-02T10:00
yes,pdnetwork,2016-11-29T23:00
no,forza_italia,2016-11-27T14:00
no,LelloEsposito5,2016-11-29T23:00
yes,pdcampania,2016-11-30T19:00
no,antonio_bordin,2016-11-27T15:00
no,social_5stars,2016-11-28T23:00
no,gasparripdl,2016-11-29T00:00
no,forza_italia,2016-11-27T16:00
yes,danielecina,2016-12-01T12:00
yes,gennaromigliore,2016-11-28T08:00
no,beppe_grillo,2016-12-01T13:00
no,civati,2016-11-26T18:00
no,LelloEsposito5,2016-11-27T11:00
yes,CarloSantaroni,2016-12-01T18:00
no,lega_nord,2016-11-29T15:00
no,lega_nord,2016-11-28T22:00
no,gianfranco_fini,2016-11-29T18:00
no,GiuliaDiVita,2016-11-28T18:00
yes,fnicodemo,2016-11-29T15:00
no,gasparripdl,2016-11-26T22:00
yes,danieledvpd,2016-11-28T20:00
yes,pdcampania,2016-11-28T22:00
no,IlMattinale,2016-11-27T15:00
yes,Deputatipd,2016-11-29T10:00
yes,danielecina,2016-12-01T19:00
no,renatapolverini,2016-12-02T10:00
no,gasparripdl,2016-12-02T01:00
no,NFratoianni,2016-11-26T21:00
yes,danieledvpd,2016-12-01T20:00
no,lega_nord,2016-11-28T22:00
yes,danieledvpd,2016-11-30T20:00
yes,enrico_zanetti,2016-12-01T20:00
no,lega_nord,2016-11-28T22:00
yes,Maurizio_Lupi,2016-11-27T21:00
yes,danieledvpd,2016-11-28T20:00
yes,danieledvpd,2016-11-27T14:00
no,LegaNordPadania,2016-11-29T15:00
yes,pdcampania,2016-11-28T22:00
yes,MarcoMariani_IT,2016-12-02T01:00
yes,MilaSpicola,2016-11-30T22:00
yes,Deputatipd,2016-11-29T16:00
no,Ale_Mussolini_,2016-11-30T10:00
no,giulianocossari,2016-11-30T22:00
no,lega_nord,2016-12-01T06:00
no,forza_italia,2016-11-27T13:00
yes,AntonellaGramig,2016-11-29T23:00
no,c_appendino,2016-11-29T10:00
no,IlMattinale,2016-11-27T13:00
no,GruppoFICamera,2016-11-27T13:00
no,Storace,2016-12-01T20:00
no,gasparripdl,2016-11-30T01:00
yes,danieledvpd,2016-11-28T20:00
no,ElioLannutti,2016-11-27T15:00
yes,danieledvpd,2016-11-30T20:00
no,GruppoFICamera,2016-12-01T10:00
yes,AntonellaGramig,2016-11-29T16:00
no,BiancofioreMiky,2016-11-27T10:00
yes,laura_coccia,2016-12-01T16:00
no,giulianocossari,2016-11-28T19:00
no,social_5stars,2016-12-01T14:00
yes,AntonellaGramig,2016-11-30T08:00
yes,Deputatipd,2016-11-29T18:00
no,beppe_grillo,2016-12-01T13:00
yes,AnnaAscani,2016-11-30T17:00
yes,pdnetwork,2016-12-01T13:00
no,GruppoFICamera,2016-11-28T12:00
yes,AntoDiMario,2016-11-29T16:00
no,LuigiGallo15,2016-11-28T13:00
no,antoniopalmieri,2016-12-01T10:00
yes,danieledvpd,2016-11-30T20:00
no,IlMattinale,2016-12-01T18:00
no,beppe_grillo,2016-12-01T13:00
yes,valeriafedeli,2016-11-29T13:00
yes,MarcoMariani_IT,2016-11-28T21:00
yes,boccadutri,2016-11-27T16:00
no,beppe_grillo,2016-12-01T13:00
no,gparagone,2016-11-28T17:00
no,LegaNordPadania,2016-11-28T13:00
yes,fabriziobarca,2016-11-27T22:00
no,antonio_bordin,2016-11-27T14:00
yes,Deputatipd,2016-11-27T15:00
yes,Deputatipd,2016-12-01T13:00
yes,StefanoCeccanti,2016-12-01T23:00
yes,AntonellaGramig,2016-11-28T22:00
no,forza_italia,2016-11-27T13:00
no,beppe_grillo,2016-12-01T13:00
no,renatobrunetta,2016-11-30T13:00
yes,aureliomancuso,2016-11-29T09:00
no,Storace,2016-12-01T20:00
no,lega_nord,2016-11-27T16:00
no,LeolucaOrlando1,2016-11-29T17:00
no,StefanoFassina,2016-12-01T12:00
yes,danieledvpd,2016-11-28T20:00
no,AngeloTofalo,2016-12-01T22:00
no,renatobrunetta,2016-12-02T13:00
no,GruppoFICamera,2016-12-02T13:00
yes,PolettiGiuliano,2016-12-01T22:00
yes,aureliomancuso,2016-12-02T01:00
yes,AnnaLeonardi1,2016-12-01T21:00
no,gasparripdl,2016-12-01T23:00
yes,fabriziobarca,2016-11-29T15:00
yes,MilaSpicola,2016-11-27T10:00
yes,lucianonobili,2016-12-01T20:00
no,antonio_bordin,2016-12-01T14:00
no,gasparripdl,2016-11-29T00:00
no,LegaNordPadania,2016-11-28T13:00
no,antonio_bordin,2016-11-27T13:00
no,IlMattinale,2016-12-02T13:00
no,Storace,2016-12-01T20:00
yes,danieledvpd,2016-12-01T17:00
yes,pdnetwork,2016-11-30T13:00
no,giacomos,2016-11-29T21:00
yes,ale_moretti,2016-11-30T13:00
no,LegaNordPadania,2016-11-28T13:00
no,matteosalvinimi,2016-11-30T23:00
no,LegaNordPadania,2016-11-29T18:00
yes,flaviozanonato,2016-11-30T12:00
no,renatobrunetta,2016-11-28T08:00
no,lega_nord,2016-11-27T17:00
no,LelloEsposito5,2016-11-29T23:00
no,lega_nord,2016-12-01T12:00
no,LucioMalan,2016-11-29T23:00
no,GruppoFICamera,2016-11-28T08:00
yes,danieledvpd,2016-12-01T13:00
no,IlMattinale,2016-11-28T08:00
no,lega_nord,2016-12-01T12:00
yes,danielecina,2016-11-26T16:00
yes,danieledvpd,2016-11-27T15:00
yes,danieledvpd,2016-12-01T20:00
no,PatriziaTerzoni,2016-12-01T18:00
no,lega_nord,2016-11-28T20:00
yes,danieledvpd,2016-11-30T20:00
yes,AnnaLeonardi1,2016-11-29T20:00
yes,danieledvpd,2016-11-28T22:00
yes,lucianonobili,2016-11-30T12:00
yes,emanuelefiano,2016-12-02T11:00
yes,pdnetwork,2016-11-29T10:00
yes,danielecina,2016-11-26T21:00
yes,pdnetwork,2016-11-29T11:00
no,Roberto_Fico,2016-11-29T18:00
no,antoniopalmieri,2016-11-30T08:00
no,iovotono,2016-11-27T14:00
no,lega_nord,2016-11-27T17:00
no,lega_nord,2016-11-27T16:00
yes,MarcoMariani_IT,2016-11-28T14:00
no,lega_nord,2016-11-27T14:00
no,iovotono,2016-12-01T15:00
no,civati,2016-11-27T11:00
no,NFratoianni,2016-11-28T14:00
no,gasparripdl,2016-12-02T11:00
yes,antgentile,2016-11-29T08:00
yes,pdnetwork,2016-11-28T22:00
no,renatapolverini,2016-12-01T18:00
no,matteosalvinimi,2016-11-30T23:00
no,gasparripdl,2016-11-27T02:00
yes,lucianonobili,2016-12-01T20:00
no,antoniopalmieri,2016-11-30T08:00
no,civati,2016-11-27T11:00
no,lega_nord,2016-11-29T20:00
yes,danieledvpd,2016-11-30T20:00
yes,enrico_zanetti,2016-11-27T23:00
no,giulianocossari,2016-11-28T19:00
no,GianlucaVasto,2016-12-02T01:00
yes,Deputatipd,2016-11-27T20:00
yes,danieledvpd,2016-11-27T17:00
no,giulianocossari,2016-11-28T22:00
yes,danielecina,2016-11-29T18:00
yes,pdnetwork,2016-11-29T15:00
no,LelloEsposito5,2016-11-29T09:00
yes,MarinaSereni,2016-11-29T11:00
yes,stefaniapezzopa,2016-11-29T09:00
no,silviachimienti,2016-11-30T15:00
no,NFratoianni,2016-11-28T14:00
no,lega_nord,2016-11-29T15:00
no,lega_nord,2016-12-01T12:00
no,NFratoianni,2016-11-28T14:00
no,Storace,2016-11-27T20:00
yes,CarloSantaroni,2016-11-27T17:00
no,gasparripdl,2016-11-27T02:00
no,GruppoFICamera,2016-12-01T15:00
yes,Deputatipd,2016-12-01T13:00
no,lega_nord,2016-12-01T12:00
no,LegaNordPadania,2016-11-30T08:00
no,LeolucaOrlando1,2016-11-27T16:00
no,gasparripdl,2016-11-27T02:00
no,iovotono,2016-12-01T20:00
no,IlMattinale,2016-12-01T15:00
no,lega_nord,2016-12-01T12:00
yes,RaffaelePizzati,2016-11-29T13:00
yes,AntonellaGramig,2016-11-27T11:00
yes,AntonellaGramig,2016-11-29T16:00
no,NFratoianni,2016-11-26T21:00
no,LegaNordPadania,2016-11-28T13:00
no,gasparripdl,2016-11-28T23:00
yes,danieledvpd,2016-11-28T22:00
no,LeolucaOrlando1,2016-11-30T19:00
yes,Deputatipd,2016-11-27T14:00
no,lega_nord,2016-11-29T20:00
no,IlMattinale,2016-11-27T15:00
yes,antgentile,2016-11-26T21:00
no,social_5stars,2016-11-26T22:00
no,matteosalvinimi,2016-11-27T13:00
yes,pdcampania,2016-11-30T19:00
no,LelloEsposito5,2016-11-29T09:00
